ca_address_sk|ca_street_number|ca_street_name|ca_city|ca_state|ca_zip
22223|304|South |Glendale|CT|04551
22224|403|Willow |Shady Grove|MS|52812
22225|345|Main |Green Acres|GA|
22226|473|Lakeview Lee|Pleasant Hill|TX|73604
22227||Hill Miller|Wilson|MN|
22228|671|River Chestnut|Newtown|WA|91749
22229|757|5th |Newport|AZ|81521
22230|432|15th East|Jackson|VA|29583
22231|952|4th |Greenville|TX|71387
22232|131|Johnson |Oak Hill|KY|47838
22233|146|Park |Shady Grove|IN|42812
22234|428|Second Main||KS|68137
22235|573|Seventh |Greenwood|UT|88828
22236|258|South |Harmony|CA|95804
22237|576|Hill |Oakley|OH|49698
22238|545|4th Hill|Buena Vista|WA|95752
22239|69|Third Valley|Pleasant Grove|TX|74136
22240|250|Park |Five Forks|IA|52293
22241|699|Elm |Springdale|MS|58883
22242|212|Cedar First|Salem|VA|28048
22243||Eigth |||
22244|854|3rd Oak|Waterloo|TX|71675
22245|26|Lake College|Tracy|MO|66340
22246|208|10th |Stringtown|KY|40162
22247|798|Sunset Pine|Kingston|SD|54975
22248|471|Miller Johnson|Hillcrest|WI|53003
22249|627|Oak |Pleasant Grove|ND|54136
22250|893|East Sixth|Spring Hill|UT|86787
22251|836|Maple Willow|Five Points|MS|56098
22252|863|3rd Walnut|Clinton|LA|78222
22253|858|Fifth |Liberty|MO|63451
22254|916|Johnson Main|Mount Vernon|SD|59127
22255|13|Cedar Spring|Stringtown|SD|50162
22256|587|Lake |Arlington|UT|86557
22257|644|Highland Fourth|Sulphur Springs|WA|98354
22258|761|Sixth |Elkton|MN|53481
22259|565|Elm |||13604
22260|529|Franklin Williams|Oakdale|PA|19584
22261|161|11th Lakeview|Sunnyside|WY|81952
22262|692|South Ridge|Sunnyside|MS|51952
22263|105|Oak 7th|Brownsville|SD|59310
22264|478|3rd |Brownsville|IA|59310
22265|933|Lakeview 15th|Pleasant Valley|TN|32477
22266|298|Ash Pine|Brunswick|VT|05242
22267|616|Maple |Wilson|WI|56971
22268|234|Highland |Providence|PA|16614
22269|573|Hill |Bunker Hill|MO|60150
22270||Hickory Poplar|||
22271|201|West Laurel|Hamilton|FL|32808
22272|569|Cedar |Georgetown|NV|87057
22273|539|Birch Mill|Ashley|MN|54324
22274|759|North |Valley View|TX|75124
22275|697|Willow |Newport|TX|71521
22276|886|Fourth 9th|Pleasant Grove|AL|34136
22277|947|13th Jackson|Walnut Grove|NE|67752
22278|87|Church Forest|Macedonia|WY|81087
22279|875|Park River|Lincoln|NM|81289
22280|638|River |Cedar Grove|NH|01011
22281|256|Pine |Maple Grove|KY|48252
22282|540|Maple |Sunnyside|CO|81952
22283|50|Maple 5th|Springdale|WI|58883
22284|95|Davis North|Springfield|ND|59303
22285||Willow |||23511
22286|423|8th |Glenwood|IN|43511
22287|295|Wilson |Brunswick|AR|74642
22288|361|Wilson |Pine Grove|WI|54593
22289|31|Walnut |Union Hill|IA|57746
22290|551|Pine Lake|Cedar Grove|MN|50411
22291|918|Pine |Kingston|KY|44975
22292|258|7th 7th|Five Forks|NE|62293
22293|946|North |Plainview|IA|53683
22294|547|Maple |Shiloh|WI|59275
22295|195|Main |Forest Hills|KY|49237
22296|712|3rd |Springdale|MS|58883
22297|836|8th |Tyrone|IA|51201
22298|620|East |Sulphur Springs|MI|48354
22299|35|Church 5th|Ashland|IA|54244
22300|300|Fourth |Glendale|IL|63951
22301|958|Railroad |Mount Pleasant|MO|62739
22302|454|Hillcrest |Five Points|VA|26098
22303|565|||MO|63451
22304|836|9th South|Summit|KS|60499
22305|66|Fourteenth Second|Sleepy Hollow|IN|43592
22306|24|Cherry Valley|Hillcrest|MN|53003
22307|549|4th Mill|Shady Grove|IN|42812
22308|93|Forest 1st|Clifton|UT|88014
22309|628|Twelfth Madison|Pine Grove|FL|34593
22310|652|4th Oak|Highland|NC|29454
22311|788|South Elm|Peru|OH|40302
22312|889|13th |Pleasant Hill|MO|63604
22313|690|Johnson |Greenwood|MD|28828
22314|429|Lincoln 12th|Unionville|SD|51711
22315|354|1st |Midway|TX|71904
22316|117|Johnson |Cedar Grove|MN|50411
22317|692|9th |Woodland|OR|94854
22318|870|6th |Macedonia|KS|61087
22319|760|Willow |Mount Pleasant|GA|32739
22320|109|Church Second|Summit|IA|50499
22321|588|Broadway 3rd|Pleasant Grove|OK|74136
22322|524|Ash |Spring Hill|OK|76787
22323|228|Madison Willow|||34854
22324|66|3rd |Sulphur Springs|FL|38354
22325|857|Smith Williams|Nichols|GA|37940
22326|943|3rd Maple|Pleasant Hill|SD|53604
22327|||Rankin||82621
22328|404|Main Washington|Riverside|WI|59231
22329|979|Adams Central|Wildwood|TX|76871
22330|55|Cedar Park|Providence|OK|76614
22331|667|5th Elm|Liberty|MT|63451
22332|400|Lake |Plainview|AR|73683
22333|148|Franklin 4th|Enterprise|IL|61757
22334|534|Tenth North|Bridgeport|MS|55817
22335|55|Elm Hillcrest|Shady Grove|MO|62812
22336|201||Lone Oak|NC|
22337||Main West|Franklin||89101
22338|355|North |Riverdale|VA|29391
22339|458|Lincoln |Glenwood|TX|73511
22340|886|Main |Lakewood|MT|68877
22341|674|Hill Main|Arlington|TN|36557
22342|588|Williams |Clifton|MO|68014
22343|836|Oak |Redland|KS|66343
22344|184|Washington |Friendship|WI|54536
22345|723|Hill |Greenfield|MS|55038
22346|262|9th Park|Maple Grove|TX|78252
22347|277|Jefferson |Plainview|ME|04283
22348|566|Walnut |Pomona|FL|34153
22349|921|Meadow |Mountain View|ND|54466
22350|389|Oak |Mount Vernon|MO|69127
22351|630|Adams Mill|Greenville|MO|61387
22352|932|Fifth |Unionville|MI|41711
22353|490|||TX|
22354|118|13th Adams|Oak Hill|NV|87838
22355|515|Maple Valley|Deerfield|IN|49840
22356|847|Eigth |||73451
22357|597|9th |Ferguson|KY|41821
22358|714|Franklin |Five Points|MO|66098
22359|563|Park Broadway|Greenfield|VT|05638
22360|547|2nd Poplar|Lakeside|VA|29532
22361|470|3rd |Edgewood|IN|40069
22362|85|13th |Mount Olive|IL|68059
22363|5|Jefferson 9th|Riverview|IA|59003
22364|802|Third |Liberty|GA|33451
22365|370|Elevnth Lake|Oak Ridge|PA|18371
22366||||GA|
22367|580|Third Birch|Concord|ND|54107
22368|908|Johnson Third|Newport|KY|41521
22369|728|15th |Highland Park|MI|46534
22370|520|Cedar |Plainview|MO|63683
22371|856|Davis 8th|Green Acres|TX|77683
22372|654|Main |Lebanon|CT|03498
22373|920|Meadow Lakeview|Ellisville|TX|76820
22374|454|Center |Richfield|GA|36196
22375|||Spring Hill||
22376|819|11th West|Spring Valley|TN|36060
22377|82|5th |Richardson|OH|47687
22378|655|15th |Saint Johns|KS|65717
22379|386|Valley |Pleasant Valley|NC|22477
22380|624|Oak |Red Hill|AR|74338
22381|99|Ridge |Deerfield|WV|29840
22382|100|East |Kingston|FL|34975
22383|901|View |Union|MO|68721
22384|494|Railroad |Five Forks|NC|22293
22385|413|Valley Spruce|Walnut Grove|NY|17752
22386|1000|Madison |Argyle|AK|98722
22387|53|View Maple|Glendale|NE|63951
22388|336|Walnut |Barnes|OK|73788
22389|95|East |Five Forks|OK|72293
22390|668|Hillcrest |Oak Hill|FL|37838
22391|765|North 13th|Clinton|KY|48222
22392|364|Eigth |Doyle|MI|48434
22393|270|Mill Walnut|Sunnyside|KS|61952
22394||Oak ||NY|
22395|864|First 1st|Oakwood|KY|40169
22396|725|Park |Appleton|KY|44240
22397|720|Chestnut River|Jackson|MO|69583
22398|475|2nd Park|Jackson|TX|79583
22399||Oak |Sunnyside|MN|
22400|29|5th |Waterloo|IN|41675
22401|25|Lincoln Lee|Mount Pleasant|KY|42739
22402|803|Elevnth Davis|Cedar Grove|NE|60411
22403|873|East |Riverdale|IA|59391
22404|907|Broadway |Oak Ridge|NV|88371
22405|1|Laurel |Farmington|VT|09745
22406|242|Church Green|Salem|MS|58048
22407|969|Second |Summit|MT|60499
22408|485|2nd Lincoln|Oakdale|PA|19584
22409|956|Maple Williams|Oak Hill|AL|37838
22410|663|Franklin Hickory|Jamestown|GA|36867
22411|751|Elevnth |Union|MI|48721
22412|435|14th Willow|Lincoln|PA|11289
22413|868|Maple |Red Hill|HI|94338
22414|632|3rd |Ashland|OK|74244
22415|22|Lee |Summit|OH|40499
22416|123|Birch |Elm Grove|GA|33298
22417|703|Third |Centerville|CO|80059
22418|51|River Oak|Edgewood|IA|50069
22419|79|Spruce |Bridgeport|MN|55817
22420|259|8th |Forestville|AL|33027
22421|348|Davis |Lincoln|MT|61289
22422|189|Cedar Lee|Pleasant Valley|NC|22477
22423|769|10th |Elkton|VA|23481
22424|320|3rd |Arlington|VT|07157
22425|801|Pine 15th|Woodville|IN|44289
22426|46|Williams Franklin|Waterloo|KS|61675
22427|600|5th Green|Bunker Hill|VT|00750
22428|507|Hill |Providence|IA|56614
22429|258|Madison Lincoln|Twin Oaks|TX|70663
22430|298|College |Springfield|MS|59303
22431|213|Poplar Highland|Waterloo|TX|71675
22432|617|Cedar |Mount Vernon|AL|39127
22433|986|Birch |Midway|MS|51904
22434|945|4th |Waterloo|VT|02275
22435|742|Jefferson |Griffin|MN|51204
22436|870|3rd Hill|Mount Olive|WV|28059
22437|253|1st River|Oakdale|NH|09584
22438|893|Spring |Franklin|CT|09701
22439|599|Church |Mountain View|GA|34466
22440|874|Pine Ridge|Cedar Grove|SC|
22441|529|3rd Lincoln|Arlington|GA|36557
22442|538|14th |Jackson|MN|59583
22443||15th |Oakwood||
22444|809|Lakeview |Siloam|KS|68948
22445|937|Lake Park|Pleasant Valley|MN|52477
22446|888|Sunset |Mount Zion|MI|48054
22447|554|Second |Plainview|VA|23683
22448|745|7th |Clifton|NY|18014
22449|196|6th |Lakeview|IA|58579
22450|627|Washington |Pleasant Valley|OK|72477
22451|539|Lake |Bunker Hill|NC|20150
22452|645|East |Flint|KS|68909
22453|489|Third |Fairview|PA|15709
22454|348|Wilson |Spring Valley|VA|26060
22455|556|Williams |Mount Pleasant|TX|
22456|107|Jackson Meadow|Jamestown|OH|46867
22457|715|14th |Enterprise|WI|51757
22458|58|9th |Oakland|AR|79843
22459|471|Dogwood Pine|Dallas|GA|33628
22460|174|Oak |Woodland|IN|44854
22461|467|9th |Valley View|WY|85124
22462|378|Broadway |Clinton|OH|48222
22463|||Oak Hill||97838
22464|375|2nd |Belleville|IA|52924
22465|887|Franklin |Valley View|KS|65124
22466|420|South |Pleasant Hill|UT|83604
22467|321|View |Green Acres|MT|67683
22468|231|Woodland |Shannon|KS|64120
22469|342|Walnut View|White Oak|LA|76668
22470|351|Seventh |Pleasant Hill||53604
22471|17|5th |Springdale|KS|68883
22472|399|Second |White Oak|GA|36668
22473|981|Second Franklin|Crossroads|OR|90534
22474|16|Pine |Mount Vernon|MS|59127
22475|970|Adams |Mount Olive|FL|38059
22476|777|Spring |Vienna|LA|75119
22477|631|4th |Five Points|IA|56098
22478|582|Main |Guilford|CO|84408
22479|883|9th Cherry|Lebanon|TX|72898
22480|795|Lee 6th|Oakwood|NC|20169
22481|46|9th Church|Salem|TX|78048
22482|300|12th |Sawyer|AZ|86045
22483|816||||70069
22484|515|Poplar Central|Tremont|OK|79515
22485|945|Maple |Valley View|NM|85124
22486|711|Hill |Pine Grove|VA|24593
22487|457|Valley |Rankin|NM|82621
22488|271|Fourteenth Cherry|Springdale|GA|38883
22489|81|Ash |White Oak|VA|26668
22490|930|Elm Second|Hillcrest|OR|93003
22491|614|Spring |Wildwood|MO|66871
22492|25|Willow Mill|Bunker Hill|GA|30150
22493|109|5th |Green Acres|AR|77683
22494|152|Broadway Chestnut|Riverview|NV|89003
22495|280|Pine |Union Hill|IL|67746
22496|215|Franklin |Bunker Hill|OK|70150
22497|67|Cedar 12th|Salem|GA|38048
22498|741|River Railroad|Blanchard|NC|25985
22499|126|College College|Highland|CA|99454
22500|212|Third |Union City|VA|28087
22501|725|Jackson |Hopewell|MI|40587
22502|692|Williams 5th|Forest Hills|TX|79237
22503|333|Adams Sunset|Summit|MI|40499
22504|305|9th |Clifton|VA|28014
22505|732|12th Spring|Evans|GA|32284
22506|196|Washington Church|Arlington|AR|76557
22507|474|Railroad North|Spring Hill|TX|76787
22508|206|12th Fifth|Liberty|IN|43451
22509|500|View 14th|Pleasant Valley|TX|72477
22510|369|View Cherry|Mount Olive|ND|58059
22511|740|11th |Dallas|ID|83628
22512|472|2nd Ridge|Riverview|NC|29003
22513|289|Hill |Summit|MN|50499
22514|170|6th |Antioch|MN|58605
22515|335|Oak Birch|Midway|FL|31904
22516|144|Forest Valley|Oakwood|SD|50169
22517|102|Pine Davis|Bunker Hill|MN|50150
22518|271|||MI|42219
22519|306|Cherry Locust|Friendship|AR|74536
22520|439|2nd |Redland|OH|46343
22521||Pine Eigth|||
22522|624|7th |Valley View|KY|45124
22523|121|2nd |Hopewell|MO|60587
22524|216|6th |Stringtown|AR|70162
22525|136|Center |White Oak|GA|36668
22526|989|2nd |Mountain View|MD|24466
22527|419|3rd Wilson|Florence|IA|53394
22528|75|Spruce |Jackson|AL|39583
22529|285|Tenth |Fairfield|IA|56192
22530|677|10th Highland|New Town|MI|49634
22531|414|Woodland |Pleasant Valley|TX|72477
22532|498|Sunset |Georgetown|AL|37057
22533|278|Railroad Sunset|Macedonia|SD|51087
22534|878||Oak Grove||
22535|983|Spruce |Riverview|KY|49003
22536|904|Locust First|Oakland||49843
22537|864|Third |Spring Valley|MN|56060
22538|630|4th Williams|Maple Grove|VT|08852
22539|367|Pine |Edgewood|NY|10069
22540|585|Oak |Lakeside|TX|79532
22541||Spruce |||
22542|436|Maple |Harmony|WV|25804
22543|27|Highland Mill|Mount Olive|KY|48059
22544|630|||KS|
22545|356|Forest Willow|Riverdale|MD|29391
22546|422|Railroad |Union|IN|48721
22547|917|Maple Maple|Milo|WV|20116
22548|910|Chestnut |Greenwood|IN|48828
22549|634|Birch Eigth|Unionville|SD|51711
22550|566|Walnut East|Franklin|SD|59101
22551|418|Laurel Sunset|Springfield|TX|79303
22552|453|Poplar South|Sunnyside|MN|51952
22553|197|10th |Bunker Hill|GA|30150
22554|899|5th |Lakewood|TX|78877
22555|268|Wilson Lincoln|Bridgeport|TX|75817
22556|961|4th 1st|Oakwood|OK|70169
22557|533|Lee |Oak Grove|MO|68370
22558|495|8th Sycamore|Glendale|NC|23951
22559|||||
22560|272|7th |Union|WI|58721
22561|424|Wilson |Oakdale|MS|59584
22562|413|Lake |Liberty|MT|63451
22563|797|Third Hill|Bridgeport|MN|55817
22564|236|Second Hillcrest|Wilson|TX|76971
22565|584|7th Franklin|Pleasant Valley|IA|52477
22566|771|11th |Hartland|TX|76594
22567|943|River |Unionville|KY|41711
22568|593|Lake 1st|Marion|MT|60399
22569|439|Hickory |Ellsworth|AL|35079
22570|637|9th |Mount Vernon|WI|59127
22571|157|First |Springdale|WI|58883
22572|195|Maple |Sulphur Springs|IN|48354
22573||Adams ||PA|16668
22574|483|3rd Chestnut|Buena Vista||25752
22575|55|Maple |Pleasant Hill|MO|63604
22576|696|Broadway Willow|Woodlawn|SC|24098
22577|259|Second 9th|Fairview|MS|55709
22578||11th |Greenfield||
22579|636|Lake |Red Hill|TX|74338
22580|715|Jefferson North|Crossroads|NC|20534
22581|758|2nd Walnut|Bayview|VA|29672
22582|934|Mill |Jackson|PA|19583
22583|156|Cedar Main|Midway|TN|31904
22584|988|7th 10th|Edgewood|TN|30069
22585|109|Park Hickory|Sunnyside|NM|81952
22586|236|Maple Smith|Plainville|WY|86115
22587|531|First Main|Five Points|GA|36098
22588|41|Forest Ash|Liberty|MO|63451
22589|131|Walnut Railroad|Crossroads|WI|50534
22590|684|Cedar |Antioch|TX|78605
22591|186|5th Locust|Marion|KY|40399
22592|995|2nd |Riverdale|TX|79391
22593|690|9th 13th|Crossroads|FL|30534
22594|66|Sixth Lake|Belmont|NY|10191
22595|296|Johnson |Salem|AL|38048
22596|411|12th 8th|Shady Grove|KS|62812
22597|812|Lincoln |Derby|NC|27702
22598|961|Lee |Providence|VA|26614
22599|879|8th |Silver Creek|OK|74546
22600|283|Third Spruce|Maple Grove|KY|48252
22601|362|Spring |Highland Park|CA|96534
22602|752|Laurel |California|MS|50141
22603|435|Elm |Antioch|ID|88605
22604|694|11th |Mountain View|CA|94466
22605|75|Washington River|Centerville|TN|30059
22606|290|3rd Maple|Newtown|NC|21749
22607|400|River Adams|Harmony|WI|55804
22608|421|11th |Woodville|KS|64289
22609|110|Spruce |Arlington|IN|46557
22610|593|Elm 4th|Shady Grove|IA|52812
22611|665|Main |Macedonia|TX|71087
22612|588|12th |Deerfield|TX|79840
22613|995|Main |Williamsville|MI|48754
22614|7|Woodland |Mount Pleasant|OH|42739
22615|849|3rd |Highland Park|NC|26534
22616|190|Park |Newport|NM|81521
22617|81|North |Providence|NY|16614
22618|649|Eigth Meadow|Oakdale|CA|99584
22619||13th ||TX|
22620|20|Spruce Locust|Antioch|OH|48605
22621|209|Sunset |Lakeside|OH|49532
22622|4|Walnut Walnut|Salem|WI|58048
22623|898|6th |Greenwood|GA|38828
22624|531|2nd |Burns|IN|45272
22625|864|Lake |Blaine|MO|65497
22626|708|Laurel |Buena Vista|IL|65752
22627|615|College |Five Forks|CA|92293
22628|992|Center Adams|Enterprise|TX|71757
22629|240|6th |Mount Vernon|WI|59127
22630|714|Maple |Woodland|NC|24854
22631|442|Second 8th|Jackson|NM|89583
22632|789|Wilson |Oakwood|IA|50169
22633|505|1st 3rd|Perkins|TX|71852
22634|937|Hillcrest Cherry|Enterprise|IA|51757
22635|710|Sycamore |Plainview|AR|73683
22636|||Newtown|MS|51749
22637|465|Oak Lee|Five Points|GA|36098
22638|934|Mill |Wilson|MO|66971
22639|548|Main Green|Newport|TX|71521
22640|944|Sycamore |Allentown|VA|21838
22641|11|First |Hopewell|TN|30587
22642|831|Mill |Stringtown|TX|70162
22643|320|North View|Forest Hills|LA|79237
22644|278|Ridge Mill|Hopewell|NC|20587
22645|155|2nd |Bunker Hill|MI|40150
22646|520|Walnut |Oak Hill|MI|47838
22647|613|11th |Crossroads|VA|20534
22648|946|Park |Red Hill|PA|14338
22649|786|Cedar |Woodside|WA|95010
22650|126|Cherry Jackson|Spring Hill|MS|56787
22651|510|Pine 14th|White Oak|TX|76668
22652|||||32812
22653|212|Hickory |Oakland|IN|49843
22654|124|Pine |Oak Ridge|CO|88371
22655|463|Jackson Forest|Wildwood|MN|56871
22656|991|Laurel 2nd|Cedar Grove|IN|40411
22657|133|Pine |Richardson|TX|77687
22658|201|Main 5th|Greenwood|MT|68828
22659|783||White Oak||
22660|683|8th |Sulphur Springs|MN|58354
22661|354|Meadow Fourth|Belmont|MO|60191
22662|623|Lake Davis|Wilson|IA|56971
22663|508|Maple |Midway|KY|41904
22664|66|9th Sycamore|Five Forks|MN|52293
22665|716|Washington |Antioch|WI|58605
22666|942|13th |Marion|GA|30399
22667|401|2nd 11th|Indian Village|VA|21075
22668|651|Birch View|Oakdale|IA|59584
22669|425|Oak |Liberty|AR|73451
22670|896|8th West|Oakwood|GA|30169
22671|418|Hill |Wright|NC|22814
22672|67|Walnut |Antioch|TX|78605
22673|871|West |Riverview|TX|79003
22674|574|Hill Valley|Oak Hill|KY|47838
22675|286|Hill |Sullivan|PA|10451
22676|345|Third Birch|Lone Pine|GA|37441
22677|597|Elm 1st|Crossroads|GA|30534
22678|188|Willow |Mount Olive|MI|48059
22679|810|Seventh |Wilson|IL|66971
22680|442|Ninth |Brownsville|UT|89310
22681|204|Park Lee|Sutton|AR|75413
22682|735|3rd East|Cedar Grove|KS|60411
22683||Spring Lee|Jamestown||36867
22684|97|Maple Jackson|Marion|VA|20399
22685|548|Forest South|Cedar Grove|VA|20411
22686|1000|5th |Pleasant Grove|OR|94136
22687|667|1st |Green Acres|CT|08283
22688|241|East |San Jose|ND|58003
22689|588|East |Wildwood|MO|66871
22690|42|1st |Shannon|TX|74120
22691|69|6th |Edgewood|WI|50069
22692|314|Tenth Sunset|Belmont|MI|40191
22693|89|6th 10th|Woodland|OK|74854
22694|458|Smith |Bethel|GA|35281
22695|133|Poplar Cherry|Valley View|FL|35124
22696|252|7th |Lincoln|VA|21289
22697|457|Pine 8th|Sheffield|TX|76896
22698|144|Main |Bayview|OK|79672
22699|115|North Park|Wilson|MO|66971
22700|90|3rd Poplar|Lakeside|OK|79532
22701|628|8th |Walnut Grove|NC|27752
22702|416|Wilson |Red Hill|KY|44338
22703|181|9th Hickory|Greenwood|IA|58828
22704|745|North |Pine Grove|NC|24593
22705|870|Park |Five Points|WV|26098
22706|827|Ninth |Mount Olive|MO|68059
22707|37|Twelfth Lincoln|Woodlawn|MS|54098
22708|68|Sunset |Mount Olive|WY|88059
22709|997|Oak Smith|Plainview|AZ|83683
22710|4|Pine |Norton|TX|73725
22711|736|South 5th|Forest Hills|MT|69237
22712|152|5th Fourth|Cedar Grove|MN|50411
22713|252|Cherry |Marion|UT|80399
22714|591|Spring |Bridgeport|IL|65817
22715|546|View |Lakeside|MO|69532
22716|447|Walnut |Saint James|CA|95799
22717|385|Jackson |Providence|OR|96614
22718|426|Valley Walnut|Mountain View|GA|34466
22719|||||
22720|991|Cherry Hill|Harmony|VA|25804
22721|181|Lincoln Adams|Morris|TX|76696
22722|492|West Green|Watkins|MS|51732
22723|775|Main Sunset|Highland|NE|69454
22724|841|West 8th|Oakdale|TX|79584
22725|830|1st |Plainview|OR|93683
22726|951|Wilson |Walnut Grove|MI|47752
22727|639|Pine Pine|Oak Hill|KS|67838
22728|643|Johnson |Oak Grove|PA|18370
22729|829|Park Williams|Friendship|WV|24536
22730|920|3rd Laurel|Franklin|OH|49101
22731|713|Ridge 5th|Mount Vernon|NY|19127
22732|637|View |Silver Creek|MO|64546
22733|165|Valley Lincoln|Florence|NE|63394
22734|993|Tenth |Friendship|CA|94536
22735|288||||
22736|390|2nd |Hamilton|TX|72808
22737|554|Highland Sixth|Weldon|TN|36277
22738|108|Ridge Oak|Oak Ridge|GA|38371
22739|690|View |Centerville|TX|70059
22740|494|||KY|
22741|3|10th |White Oak|NM|86668
22742|112|Railroad |Woodland|TX|74854
22743|601|9th |Sulphur Springs|FL|38354
22744|581|Oak |Oak Ridge|IA|58371
22745|720|Main |Huntsville|OK|77570
22746|419|Lincoln |Hopewell|IA|50587
22747|752|West |Sullivan|TN|30451
22748|281|3rd |Hamilton|LA|72808
22749|415|Elm Maple|Newtown|MN|51749
22750|443|Main |Four Points|SD|51216
22751|990|Spring Smith|Wilson|FL|36971
22752|190|Lakeview |Glendale|OH|43951
22753|840|Third |Bloomingdale|CO|81824
22754|213|Third |Wildwood|TX|76871
22755|317|Third |Mount Pleasant|NC|22739
22756|577|12th |Pine Grove|GA|34593
22757|798|East North|Spring Hill|IN|46787
22758|866|Oak |Lincoln|MS|51289
22759|526|Park |Florence|KS|63394
22760|198|Davis |Hopewell|IL|60587
22761|352|Oak |Fairview|MS|55709
22762|308|Cherry |Five Forks|WY|82293
22763|953|1st |Franklin|ND|59101
22764|535|Meadow |Walnut Grove|NV|87752
22765|693|Maple 1st|Guilford|NE|64408
22766|119|View 5th|Point Pleasant|KY|45555
22767|||||
22768|19|Seventh |Unionville|TX|71711
22769|612|4th 12th|Hillcrest|GA|33003
22770|432|Fifth |Sullivan|SC|20451
22771|285|10th Washington|Colonial Heights|VA|23425
22772|459|Jefferson Williams|Deerfield|AR|79840
22773|349|Laurel Park|Mount Olive|NE|68059
22774|796|Ash Highland|Centerville|ME|00659
22775|342|Franklin |Bayview|MI|49672
22776|988|Washington |Midway|WI|51904
22777|501|1st Walnut|Highland Park|TX|76534
22778|453|Lincoln |Concord|AR|74107
22779|904|East |Kingston|TX|74975
22780|864|4th |Oakwood|ND|50169
22781|40|Ash Jefferson|Riverside|IL|69231
22782|971|Main Valley|Greenville|TX|71387
22783|987|4th 2nd|Five Forks|NC|22293
22784|976|Pine West|White Oak|WA|96668
22785|612|South |Union|TX|78721
22786|282|River |Riverdale|KS|69391
22787|706|Fourth |Lakeside|MI|49532
22788|37|North Jackson|Newport|ND|51521
22789|848|Birch |Riverview|AL|39003
22790|827|8th Ridge|Georgetown|MN|57057
22791|57|Hill ||MT|67838
22792|711|Adams |Lakeview|TX|78579
22793|368|Oak |Mount Vernon|NM|89127
22794|753|Walnut |Newtown|VA|21749
22795|548|Lincoln Lee|Bunker Hill|NE|60150
22796|923|11th |Shiloh|VA|29275
22797|288|Railroad 9th|Lebanon|OK|72898
22798|119|South |Oak Grove|TX|78370
22799|98|Jackson |Wilson|OK|76971
22800|678|Lee Birch|Mount Olive|IA|58059
22801|155|10th Meadow|Five Points|TX|76098
22802|874|Hill Spruce|Howell|TX|74854
22803|838|Hill Oak|Florence|IA|53394
22804|855|6th |Highland|CA|99454
22805|796|Second |Shiloh|FL|39275
22806|969|1st Wilson|Granite|OH|46284
22807||14th Lakeview|Georgetown|IN|47057
22808|254|Ash Chestnut|Midway|OH|41904
22809|585|Seventh |Nottingham|NE|64074
22810|711|1st Railroad|Riverside|CO|89231
22811|683|Smith Madison|Fairview|MI|45709
22812|606|Pine Broadway|Plainview|LA|73683
22813|778|River North|Concord|FL|34107
22814|396|Highland |Dewey|KY|41160
22815|958|13th |Sullivan|WA|90451
22816|22|Valley Wilson|Bunker Hill|MS|50150
22817|373|Cherry |Kingston|MI|44975
22818|726|Valley Birch|Lakeside|IA|59532
22819|292|Johnson Church|Glenwood|KY|43511
22820|212|North |Edgewood|WY|80069
22821|15|Maple |Union|OH|48721
22822|714|2nd Laurel|Spring Hill|TN|36787
22823|498|Birch |Fairfield|FL|36192
22824|194|Second Birch|Frogtown|LA|78784
22825|173|Railroad |Farmington|MN|59145
22826|715|West 2nd|Liberty|TN|33451
22827|208|Lake Ninth|Clifton|TN|38014
22828|152|Lakeview |Spring Hill|OK|76787
22829|826|Spruce Lincoln|Lebanon|FL|32898
22830|704|Birch Johnson|Concord|MT|64107
22831|159|8th Miller|Lebanon|VA|22898
22832|921|Ash Poplar|Highland|TN|39454
22833|438|Miller |Perkins|KY|41852
22834|538|West |Ashland|WV|24244
22835|352|Tenth Madison|Riverview|KY|49003
22836|250|12th |Hamilton|IN|42808
22837|50|Johnson |Red Hill|TX|74338
22838|100|7th Locust|Franklin|KY|49101
22839|||||
22840|884|North Hill|Walnut Grove|ND|57752
22841|522|1st |White Oak|KS|66668
22842|301|Walnut Main|Pine Grove|MS|54593
22843|17|Willow 9th|Jamestown|OH|46867
22844|501|3rd |Sunnyside|NE|61952
22845|165|10th Ninth|Sulphur Springs|VA|28354
22846|132|8th Birch|Green Acres|TX|77683
22847|975|1st |Plainview|IL|63683
22848|983|North Wilson|Sumner|NY|10519
22849|902|8th |Lebanon|MI|42898
22850|344|Broadway |Wilson|KY|46971
22851|486|Hickory Hill|Whispering Pines|MS|57609
22852|887|10th |||
22853|510|Adams |Mount Zion|UT|88054
22854|365|7th Locust|Shiloh|MO|69275
22855|813|Dogwood |Lakewood|ME|09477
22856|697|Madison |Bethel|IA|55281
22857||Walnut |||76534
22858|722|Center Center|Plainview|TX|73683
22859|385|Ridge |Jackson|IL|69583
22860|688|Willow |Granite|MT|66284
22861|267|Ridge |Concord|MS|54107
22862|215|River Spring|Unionville|VA|21711
22863|643|Railroad Hillcrest|Farmington|WY|89145
22864|607|Cedar Highland|Farmington|MI|49145
22865|991|11th 4th|Easton|MD|25553
22866|608|2nd Spring|Deerfield|IL|69840
22867|202|Hickory |Watkins|TX|71732
22868|970|4th |Spring Valley|MI|46060
22869|126|6th Sunset|Green Acres|OH|47683
22870|430|Park |Jerome|WI|59920
22871|300|Pine Maple|Salem|KS|68048
22872|370|14th First|Fairfield|MO|66192
22873|723|Smith Lee|Georgetown|MN|57057
